,label,centroid-0,centroid-1
0,1,37.86155285313377,250.4614904895541
1,2,32.8180991359709,504.8849477035016
2,3,22.28870673952641,616.391621129326
3,4,21.284697508896798,1217.0138394622381
4,5,44.890490902849294,1352.4754548575352
5,6,37.1224876753887,389.99241562381496
6,7,56.40640155189137,761.7755577109602
7,8,30.713037851827888,166.26916855386605
8,9,45.218927024325225,1133.1812729090302
9,10,50.11509900990099,41.56641914191419
10,11,59.10014104372355,1553.3331452750353
11,12,56.97961452928095,456.30281690140845
12,13,45.07737801872844,550.6599310004929
13,14,70.77399297107327,1051.0300081103
14,15,60.960701526469634,1434.821045794089
15,16,70.72912997534343,669.4948925678056
16,17,69.91630901287553,286.7728898426323
17,18,87.84930791329329,1308.5202402716113
18,19,103.46770759403833,1245.4677075940383
19,20,69.99325236167341,1195.5178812415654
20,21,97.9588806396345,948.8267656577194
21,22,78.93336218087408,608.3271311120727
22,23,121.03448275862068,1071.0313479623824
23,24,96.77901785714286,804.0450892857143
24,25,93.04093097913322,128.7451845906902
25,26,104.25879249706917,1478.3411488862837
26,27,122.34752066115702,563.2264462809917
27,28,115.09078014184396,366.1919621749409
28,29,125.00939199209095,1585.7182402372714
29,30,114.82969215491559,1369.2025819265143
30,31,131.13747362074164,193.65541151643052
31,32,141.43039633147723,1168.8876514903375
32,33,123.3,68.79113300492611
33,34,133.12876473155828,1529.6276735050196
34,35,139.52817430503382,1418.6337340345606
35,36,149.92789820923656,904.8812441093309
36,37,145.79773462783172,628.9844660194175
37,38,145.31096290120882,1109.8641100458524
38,39,136.37839059674502,259.56735985533453
39,40,154.35124635804468,799.7750080932341
40,41,155.15117219078417,117.5501212611156
41,42,162.66102538576405,977.6759581881533
42,43,219.7360379890575,1271.950655517704
43,44,172.37510040160643,1352.9301204819278
44,45,193.5646534252128,443.2813133360357
45,46,190.39629240993355,1477.7841902763205
46,47,178.34525862068966,853.45
47,48,178.43397129186602,39.900956937799045
48,49,194.7185093932861,1546.9325531259624
49,50,198.53521126760563,208.1216744913928
50,51,230.43561263450192,1181.4175633460604
51,52,208.01572327044025,1102.0542452830189
52,53,203.50461944566652,707.9076110866696
53,54,196.732,325.4415
54,55,211.75546912980067,1051.019445794847
55,56,213.47988904299584,577.5568654646324
56,57,210.51312335958005,992.5590551181102
57,58,214.21775898520085,917.8021141649049
58,59,241.6928386540121,460.1624964049468
59,60,232.29573712255774,375.05550621669624
60,61,246.99540078843626,800.8676084099868
61,62,245.09740518962076,1135.9624750499001
62,63,234.10470169893324,1401.399446858949
63,64,244.28493975903615,278.75090361445785
64,65,248.28219533275714,1513.6797752808989
65,66,273.5437701396348,514.3096133190118
66,67,269.0059905862216,1011.0847240051348
67,68,272.95392571697226,607.9308885754584
68,69,296.4906284454245,63.12431091510474
69,70,286.4798172124905,758.1378522467631
70,71,273.4056052938887,201.75943947061114
71,72,270.9167039856695,1446.704433497537
72,73,281.7948831054257,1579.607851786502
73,74,279.7125,855.465948275862
74,75,288.78734463276834,689.9972881355932
75,76,287.7706561360875,1084.4331713244228
76,77,301.42897727272725,554.3153409090909
77,78,305.19181102362205,1325.5729133858267
78,79,318.1818634778276,222.56352765321375
79,80,328.52440056417487,1212.9873060648802
80,81,320.78862624186365,1543.3035286056868
81,82,331.7346754807692,459.21935096153845
82,83,334.4198875614898,900.0758959943781
83,84,348.08228460793805,1060.136495643756
84,85,348.96,353.0019512195122
85,86,359.2132453345471,1129.429449248976
86,87,338.47643253234753,810.9357670979667
87,88,349.3790199081164,986.1332312404288
88,89,344.32709405708937,1443.1796911558258
89,90,360.26442466205077,704.9093306956809
90,91,355.402312599681,1328.3648325358852
91,92,362.89379779099403,603.5768903993203
92,93,367.84745212593316,518.6004543979227
93,94,381.8513460788139,777.4057744830277
94,95,371.67216035634743,1375.4886414253897
95,96,374.64636449480645,416.0779036827195
96,97,372.6480500722196,1515.2012518054887
97,98,384.44928464659404,1211.8281016442452
98,99,403.9178356713427,1566.8316633266534
99,100,406.6429349800218,991.1867054122775
100,101,404.28267045454544,201.64595170454547
101,102,415.79742631797427,1415.8555417185555
102,103,400.7487708947886,920.5054080629302
103,104,418.3897457273864,535.2930387661526
104,105,411.5320293398533,1302.2914425427873
105,106,405.53790439401257,51.05794302269435
106,107,431.6372937293729,470.6122112211221
107,108,441.2349264705882,147.5375
108,109,426.29228640608784,1054.8215150466967
109,110,422.0770132916341,383.1767005473026
110,111,439.24948875255626,1365.1259713701431
111,112,452.11996294580825,1248.836961556276
112,113,462.1456417800662,1205.711290915778
113,114,439.1108443377351,291.8391356542617
114,115,451.04534212695796,913.7366034624897
115,116,503.22543252595153,1149.7987889273356
116,117,468.4711767508337,1294.0252501191044
117,118,477.27502034174125,1019.7127746135069
