,label,centroid-0,centroid-1
0,1,19.4385103926097,63.6885103926097
1,2,74.40041570781679,121.86585999554599
2,3,37.96758587324625,270.1003064021932
3,4,65.09006352087114,370.6472323049002
4,5,16.112614578786555,761.4393278044522
5,6,26.85469004156877,958.7637809506597
6,7,28.607212303340994,1099.2225561251546
7,8,43.506312970284405,1289.0878714449686
8,9,29.379931060896208,1535.0900038299503
9,10,97.25560912293714,827.5495086222882
10,11,54.06857050661504,1388.408518877057
11,12,79.25072959226215,477.1235720837155
12,13,71.57513168838369,636.9143332409204
13,14,61.52710573476703,1167.8953853046594
14,15,114.24169835234474,956.8205323193916
15,16,187.64917869586859,235.7255350920856
16,17,110.15470051566838,1193.0218167393891
17,18,208.2255710115061,337.8518804739825
18,19,131.79556761646313,19.242424242424242
19,20,140.10748778547892,1071.2991705488014
20,21,136.9960260115607,1401.4491510115606
21,22,172.93978641217905,1555.8147012042718
22,23,194.8612686410418,626.4049569418189
23,24,198.232049689441,100.97291925465838
24,25,235.57657566223486,459.7095300923577
25,26,202.37329842931936,1414.8891361256544
26,27,197.8748305467691,1258.1070944419341
27,28,215.59963695038323,978.4039935457846
28,29,277.88236903296405,1110.1345917111203
29,30,268.2015702026657,739.1391272594486
30,31,288.4874939290918,1506.1225109276347
31,32,299.57059871427464,164.60049570133995
32,33,300.2778698715292,1580.8137173642767
33,34,294.5253215434084,42.26768488745981
34,35,249.21394769613948,1258.1920298879204
35,36,285.30585247116096,864.667689702614
36,37,293.1536419935122,1350.523886759068
37,38,333.6651978158827,938.5781205096274
38,39,342.9740871613663,569.3963939476307
39,40,326.456440717447,1222.8229676217097
40,41,330.3272235576923,1420.0518329326924
41,42,373.84897049458715,251.2217151347909
42,43,348.37957797720105,383.6187242299297
43,44,393.2836611195159,752.3300554715078
44,45,402.2798105897546,988.4437150236763
45,46,454.3485276321097,119.25010084711577
46,47,411.95154845154843,19.713036963036963
47,48,440.7055899726264,503.03637804350956
48,49,422.7336728919072,1122.4327108092812
49,50,412.3123119508966,1356.3909014321819
50,51,428.3036873360033,1452.947935368043
51,52,440.14958597698677,1534.9018173997204
52,53,440.36109375,344.84
53,54,486.2994899198446,1282.1829811351308
54,55,512.6219860587362,686.9962290023997
55,56,509.02221025710054,590.9492529277157
56,57,520.628024923924,791.9827561223011
57,58,502.9965174995647,434.2267107783388
58,59,475.36875,243.432421875
59,60,534.8199941078268,72.045860748306
60,61,503.32723932016535,1162.8661460725768
61,62,525.6175043486222,976.9958802526778
62,63,589.2018648018648,815.8411033411033
63,64,575.9157696729021,1354.7858710419061
64,65,563.7671943594519,1556.114407343355
65,66,573.0551218358173,1434.5780695528745
66,67,593.4778121775025,401.374957000344
67,68,615.4377676996725,200.26883345930966
68,69,589.9868149979399,1040.813555830243
69,70,624.0255421686747,1152.6805421686747
70,71,660.3193813282309,474.37415291397593
71,72,648.0981637602495,1490.1489779420256
72,73,663.8854193548387,641.2611612903225
73,74,648.1545067639458,884.2462380300958
74,75,647.6505038980795,335.51112378779237
75,76,709.5454866319598,63.516897555810466
76,77,667.6317101789381,1250.7223525960692
77,78,701.1328156113102,1576.725806451613
78,79,761.2867038875104,508.46898263027293
79,80,755.3522838899803,948.1822814341847
80,81,718.8206864564007,1347.0251391465677
81,82,747.8199052132701,182.74335593016977
82,83,734.434819623284,1165.0924763222306
83,84,714.7512898686679,321.61632270168855
84,85,785.415610274109,824.7688325479525
85,86,797.928419748717,612.9231994337285
86,87,796.9418803418804,1540.2503205128205
87,88,780.1332638757341,1410.5301193407843
88,89,853.0272146319965,753.1540326134862
89,90,806.8536051715564,1070.0156141223272
90,91,847.4791779829802,381.82545717906936
91,92,814.0995626151013,1272.2744014732964
92,93,853.080982080982,293.24611424611425
93,94,891.2509754738015,177.2767558528428
94,95,878.4431023521933,1465.1349332485697
95,96,872.4750324856135,1214.2084648227215
96,97,885.7785224438903,1012.155548628429
97,98,930.2602816901408,29.44901408450704
98,99,932.2028448275862,1326.6956896551724
99,100,923.3742540494459,510.0202096183742
100,101,965.842389672771,123.28820174121886
101,102,951.5849765924245,848.1285288693432
102,103,982.7191223600953,638.7312022351878
103,104,965.6713486005088,1521.4140458015268
104,105,979.087948604342,1151.2583074878157
105,106,1031.9424055512723,238.23330763299924
106,107,987.3132957884427,1390.0527668952009
107,108,1008.5941855834329,912.3860347803001
108,109,1028.837076240881,429.443856386783
109,110,1026.055644132653,1030.3732461734694
110,111,1081.7469145696425,1581.4220227600576
111,112,1027.2824786324786,48.85769230769231
112,113,1062.7601383484653,1251.700821444012
113,114,1072.283082321977,1517.7120924111712
114,115,1097.579306071871,766.0882899628252
115,116,1111.117048346056,1376.1707828169435
116,117,1116.6677224736047,378.94057315233783
117,118,1127.339217816404,685.9041281912005
118,119,1111.5619186819026,1139.7532553813446
119,120,1129.1976573938507,580.5900439238653
120,121,1136.0479406449158,108.64539142014648
121,122,1130.8243810323122,947.3383340327318
122,123,1153.579432362698,244.1942499078511
123,124,1177.363606503531,883.2218755132205
124,125,1176.1795970356648,1488.0841824918944
125,126,1180.2458595088522,520.0888063963449
126,127,1177.729793356003,1091.8514255820037
127,128,1184.6326973113617,1185.6283607979185
