,label,centroid-0,centroid-1
0,1,82.22171840483665,26.802697360772004
1,2,24.456989247311828,249.1125672043011
2,3,22.397402597402596,471.03747680890535
3,4,29.53600521342457,1161.4685565330726
4,5,81.85765570212055,1235.0237936216397
5,6,22.02502979737783,1422.7155343663092
6,7,92.90579710144928,1568.0898142478056
7,8,49.86970118137596,851.6601806810285
8,9,51.7296047098402,358.6421362489487
9,10,51.66898063573255,794.1362805991962
10,11,63.37785657998424,91.17336485421592
11,12,62.59949982136477,531.5362629510539
12,13,50.09946367625548,1391.929302779132
13,14,58.594807603152525,405.07464070468245
14,15,52.315239043824704,1305.2051792828686
15,16,72.39900955076052,969.8386982667138
16,17,74.47810218978103,459.1975364963504
17,18,124.78588669601022,1424.2862416583841
18,19,122.77802239877477,241.94582176701445
19,20,93.91874221668742,574.4156288916563
20,21,87.32864760058168,903.8521570528357
21,22,118.05632171807558,1076.054847878724
22,23,123.95258019525802,986.7015341701534
23,24,90.43409806567702,153.38326585695006
24,25,110.545584725537,1169.0649164677804
25,26,122.06138996138996,849.8196911196911
26,27,155.496988740508,1311.7363184079602
27,28,136.7283418267346,789.9498235985888
28,29,122.14651553316541,476.74937027707807
29,30,138.58295107033638,1508.704128440367
30,31,160.7566454511419,297.8322725570947
31,32,144.83490800596718,608.82894082546
32,33,159.72286476868328,133.87188612099644
33,34,155.27678571428572,920.0793650793651
34,35,165.26437346437348,519.2009828009828
35,36,192.71276241252914,584.314561812729
36,37,195.0564784053156,1114.283388704319
37,38,167.11652253072373,450.56486117432866
38,39,193.65545454545455,808.4013636363636
39,40,193.5525953146532,1262.7395498392284
40,41,221.49630336274743,1043.0555688051516
41,42,190.4146453089245,85.58443935926773
42,43,199.0557029177719,674.5229885057471
43,44,217.62850557049558,758.8482520169035
44,45,211.32040627885505,1381.6537396121885
45,46,218.28072289156626,1203.0184738955822
46,47,216.2791551882461,370.3455769819406
47,48,229.31466165413534,539.3954887218046
48,49,226.75527950310558,896.191718426501
49,50,230.43130990415335,1312.1163852122318
50,51,217.05190174326466,470.1513470681458
51,52,242.53007670569238,1155.8227694792088
52,53,238.6362166531932,1425.5703314470493
53,54,241.1073088297423,227.26193493874104
54,55,236.53212228622064,646.5237040319007
55,56,248.19605026929983,298.42549371633754
56,57,278.31548055759356,51.641721692345314
57,58,256.04886475814413,392.18657453109574
58,59,256.33478051133625,729.9305354558611
59,60,267.1467787114846,1268.7991596638656
60,61,258.37750688163584,825.8902870625245
61,62,283.03500897666066,1108.8729802513465
62,63,280.8148010412793,603.8322796578653
63,64,298.7478226444972,926.1536025336501
64,65,281.7580120761728,1356.0710636321412
65,66,299.0635551142006,512.1185038066865
66,67,280.464461994077,158.65202369200395
67,68,291.46973270440253,664.7900943396227
68,69,303.7159633027523,269.43009174311925
69,70,319.00872230080154,877.8300330033003
70,71,294.454647256439,1203.3609555804405
71,72,306.6320362674726,333.9248205515678
72,73,319.64925609370056,780.9553656220323
73,74,303.1823791566678,1432.34830305108
74,75,316.3091262135922,568.6361165048544
75,76,313.66536203522503,200.95107632093934
76,77,315.6973737373737,710.7070707070707
77,78,330.546783625731,1153.9777046783627
78,79,319.8892451180414,407.6027397260274
79,80,344.71854304635764,465.29097682119203
80,81,328.70582226762,1315.3854273067757
81,82,347.04653433127237,1006.0198503091442
82,83,340.34288354898337,1545.4001848428836
83,84,349.94202285230637,1261.03216250529
84,85,352.51044589959463,1066.8933582787652
85,86,374.4563644103874,1367.313324819072
86,87,374.4098786828423,1446.1182223322605
87,88,359.3358315488936,637.1156316916488
88,89,363.86057248384117,1213.9316712834718
89,90,370.7938793879388,321.7848784878488
90,91,366.8338348378469,732.6609829488466
91,92,390.2196078431373,572.255294117647
92,93,384.35531628532976,64.7895917451772
93,94,385.5,1117.6095
94,95,402.53463134376,1319.6594318544526
95,96,400.4734271760988,837.0318873886814
96,97,434.4602441438469,901.8089739359947
97,98,412.01634877384197,678.2138964577657
98,99,416.42255043227664,438.96685878962535
99,100,440.129388816645,1095.402633289987
100,101,414.1849638251022,1024.6363636363637
101,102,415.09027431421447,743.0269326683292
102,103,444.81346238451385,1486.431588209415
103,104,424.597504456328,1248.9636363636364
104,105,426.42177077016373,362.8899332929048
105,106,458.02920634920633,171.08867724867724
106,107,429.6424651751794,491.4018573237653
107,108,432.16912599318954,612.9443813847901
108,109,444.7954451345756,800.2356107660455
109,110,470.3163438668026,57.20251444104655
110,111,450.5041459369818,1413.4684908789386
111,112,468.7968908415005,1327.6225076039202
112,113,473.1429163214582,965.7323943661971
113,114,489.66703703703706,1183.3011111111111
114,115,488.10751445086703,1120.728034682081
115,116,474.10886850152906,727.8336391437309
116,117,512.3937175247993,897.638167217761
117,118,489.7259522272434,336.8502259522272
118,119,482.0257685352622,424.32820976491865
119,120,511.8975745657162,1266.647164863979
120,121,493.98663324979117,1397.235588972431
121,122,502.425219941349,1565.8255131964809
122,123,509.7184703010578,580.3260103064822
123,124,525.7065471551052,822.9060795011692
124,125,520.3567174056916,775.1694242223693
125,126,511.2804709141274,1471.4290166204987
